transaction_id,transaction_date,category,merchant,amount,txn_type
486,2024-12-19,Groceries,DMart,-156.99,debit
487,2024-12-19,Groceries,BigBasket,-438.88,debit
488,2024-12-19,SHOPPING,Myntra,-328.54,debit
489,2024-12-20,Groceries,Local Kirana,-464.31,debit
490,2024-12-20,Entertainment,BookMyShow,-150.9,debit
491,2024-12-20,Groceries,Local Kirana,-536.08,debit
492,2024-12-20,Groceries,Reliance Fresh,-388.51,debit
493,2024-12-20,Dining,McDonalds,-323.76,debit
494,2024-12-21,Utilities,Jio Recharge,-700.98,debit
495,2024-12-21,Dining,Zomato,-176.01,debit
496,2024-12-21,Entertainment,PVR Cinemas,-289.59,debit
497,2024-12-22,Entertainment,BookMyShow,-492.52,debit
498,2024-12-22,Utilities,Airtel Broadband,-552.61,debit
499,2024-12-22,Entertainment,Netflix,-423.63,debit
500,2024-12-24,Dining,Swiggy,-214.27,debit
501,2024-12-24,Dining,Domino's,-281.64,debit
502,2024-12-24,Dining,Cafe Coffee Day,-302.54,debit
503,2024-12-25,Groceries,BigBasket,-680.46,debit
504,2024-12-25,Entertainment,PVR Cinemas,-256.12,debit
505,2024-12-25,Dining,Cafe Coffee Day,-137.72,debit
506,2024-12-25,Dining,,-119.01,debit
507,2024-12-25,UTILITIES,Electricity Board,-323.12,debit
508,2024-12-27,Entertainment,Spotify,-235.52,debit
509,2024-12-27,Dining,Zomato,-208.72,debit
510,2024-12-28,Shopping,Flipkart,-1001.65,debit
511,2024-12-28,Dining,McDonalds,-111.27,debit
512,2024-12-28,Utilities,Jio Recharge,-996.74,debit
513,2024-12-29,Transport,Metro Card,-119.65,debit
514,2024-12-30,Dining,Domino's,-160.97,debit
515,2024-12-30,Shopping,Amazon,-1078.05,debit
516,2024-12-30,Utilities,Electricity Board,-504.41,debit
517,2024-12-30,Transport,Uber,-133.38,debit
518,2024-12-30,Utilities,Airtel Broadband,-563.16,debit
519,2024-12-31,Utilities,Water Dept,-319.93,debit
520,2025-01-01,Salary,Employer Inc,50871.25,credit
521,2025-01-02,Groceries,BigBasket,-363.21,debit
522,2025-01-02,SHOPPING,Flipkart,-222.03,debit
523,2025-01-02,Groceries,BigBasket,-557.94,debit
524,2025-01-03,Dining,Zomato,-136.06,debit
525,2025-01-03,Groceries,BigBasket,-622.1,debit
526,2025-01-03,Entertainment,PVR Cinemas,-475.39,debit
527,2025-01-04,Utilities,Jio Recharge,-766.18,debit
528,2025-01-04,SHOPPING,Local Store,-1141.64,debit
529,2025-01-04,TRANSPORT,Petrol Pump,-190.81,debit
530,2025-01-04,Entertainment,Netflix,-436.11,debit
531,2025-01-04,Dining,Swiggy,-367.77,debit
532,2025-01-05,Healthcare,Local Clinic,-624.53,debit
533,2025-01-05,Transport,Uber,-319.89,debit
534,2025-01-05,Rent,Landlord Transfer,-8863.89,debit
535,2025-01-06,Dining,Domino's,-226.76,debit
536,2025-01-06,Groceries,BigBasket,-506.23,debit
537,2025-01-06,Groceries,DMart,-259.82,debit
538,2025-01-06,Groceries,Reliance Fresh,-530.69,debit
539,2025-01-06,Utilities,Water Dept,-483.1,debit
540,2025-01-06,Dining,Cafe Coffee Day,-362.0,debit
541,2025-01-07,Utilities,Water Dept,-278.47,debit
542,2025-01-07,Dining,Swiggy,-253.8,debit
543,2025-01-07,DINING,Zomato,-360.58,debit
544,2025-01-08,Transport,Uber,-379.99,debit
545,2025-01-08,Utilities,Jio Recharge,-235.51,debit
546,2025-01-09,Groceries,Local Kirana,-175.16,debit
547,2025-01-10,Groceries,Reliance Fresh,-418.2,debit
548,2025-01-10,Dining,Domino's,-163.21,debit
549,2025-01-11,Shopping,Myntra,-1067.83,debit
550,2025-01-11,Groceries,,-609.7,debit
551,2025-01-12,GROCERIES,Local Kirana,-187.31,debit
552,2025-01-12,Entertainment,Spotify,-370.13,debit
553,2025-01-13,Entertainment,PVR Cinemas,-353.03,debit
554,2025-01-14,Education,Coursera,-1132.02,debit
555,2025-01-14,UTILITIES,Electricity Board,-587.86,debit
556,2025-01-14,Education,College Fee,-1557.98,debit
557,2025-01-14,Shopping,,-415.51,debit
558,2025-01-14,Education,College Fee,-1906.04,debit
559,2025-01-14,Dining,Zomato,-145.22,debit
560,2025-01-14,Healthcare,Health Insurance,-903.6,debit
561,2025-01-14,Entertainment,PVR Cinemas,-212.39,debit
562,2025-01-17,Transport,Uber,-170.53,debit
563,2025-01-17,Education,Udemy,-1331.69,debit
564,2025-01-18,HEALTHCARE,Local Clinic,-1069.86,debit
565,2025-01-18,Shopping,Myntra,-764.79,debit
566,2025-01-19,HEALTHCARE,Health Insurance,-1070.35,debit
567,2025-01-19,Groceries,BigBasket,-314.96,debit
568,2025-01-20,GROCERIES,DMart,-420.39,debit
569,2025-01-20,Shopping,Flipkart,-1012.9,debit
570,2025-01-20,Utilities,Jio Recharge,-750.62,debit
571,2025-01-21,GROCERIES,BigBasket,-519.44,debit
572,2025-01-22,Groceries,Local Kirana,-646.07,debit
573,2025-01-22,Entertainment,PVR Cinemas,-495.32,debit
574,2025-01-22,Transport,Metro Card,-269.88,debit
575,2025-01-22,Transport,Petrol Pump,-52.24,debit
576,2025-01-22,Education,,-1698.22,debit
577,2025-01-23,Shopping,Myntra,-1095.22,debit
578,2025-01-24,Transport,Metro Card,-340.06,debit
579,2025-01-24,Dining,Zomato,-346.54,debit
580,2025-01-25,Healthcare,Local Clinic,-979.69,debit
581,2025-01-25,Groceries,Local Kirana,-534.37,debit
582,2025-01-26,Utilities,Airtel Broadband,-546.25,debit
583,2025-01-26,Entertainment,Spotify,-384.76,debit
584,2025-01-26,Utilities,Jio Recharge,-561.77,debit
585,2025-01-27,Groceries,BigBasket,-560.26,debit
586,2025-01-27,Entertainment,PVR Cinemas,-274.19,debit
587,2025-01-27,Groceries,Local Kirana,-448.36,debit
588,2025-01-27,ENTERTAINMENT,Spotify,-186.68,debit
589,2025-01-29,Groceries,BigBasket,-677.77,debit
590,2025-01-29,Entertainment,Netflix,-213.98,debit
591,2025-01-30,Groceries,BigBasket,-171.87,debit
592,2025-01-30,Transport,Uber,-134.72,debit
593,2025-01-30,Entertainment,BookMyShow,-354.14,debit
594,2025-01-30,ENTERTAINMENT,BookMyShow,-461.29,debit
595,2025-01-30,Entertainment,Netflix,-356.59,debit
596,2025-01-30,Dining,McDonalds,-223.33,debit
597,2025-01-30,Groceries,Local Kirana,-352.9,debit
598,2025-01-31,Groceries,Local Kirana,-527.62,debit
599,2025-01-31,Groceries,Local Kirana,-361.97,debit
600,2025-01-31,TRANSPORT,Uber,-219.67,debit
601,2025-01-31,Utilities,Airtel Broadband,-460.26,debit
602,2025-01-31,Dining,Domino's,-204.82,debit
603,2025-01-31,Entertainment,Spotify,-470.0,debit
604,2025-02-01,Entertainment,BookMyShow,-397.17,debit
605,2025-02-01,Salary,Employer Inc,62992.64,credit
606,2025-02-01,Dining,Domino's,-253.38,debit
607,2025-02-01,Transport,Ola,-62.84,debit
608,2025-02-01,Entertainment,Spotify,-483.13,debit
609,2025-02-01,Healthcare,Local Clinic,-910.81,debit
610,2025-02-02,Shopping,Amazon,-912.36,debit
611,2025-02-02,ENTERTAINMENT,PVR Cinemas,-281.69,debit
612,2025-02-02,Dining,Domino's,-130.0,debit
613,2025-02-02,Entertainment,Spotify,-198.69,debit
614,2025-02-02,DINING,Cafe Coffee Day,-182.8,debit
615,2025-02-03,ENTERTAINMENT,Spotify,-185.28,debit
616,2025-02-03,Dining,Swiggy,-153.81,debit
617,2025-02-03,Dining,Swiggy,-368.45,debit
618,2025-02-04,GROCERIES,Local Kirana,-187.04,debit
619,2025-02-04,Dining,Domino's,-280.64,debit
620,2025-02-05,Groceries,BigBasket,-321.28,debit
621,2025-02-05,Groceries,Local Kirana,-176.52,debit
622,2025-02-05,Groceries,BigBasket,-651.01,debit
623,2025-02-05,Rent,Landlord Transfer,-8582.46,debit
624,2025-02-05,Dining,Cafe Coffee Day,-395.86,debit
625,2025-02-07,ENTERTAINMENT,BookMyShow,-466.01,debit
626,2025-02-07,Groceries,Reliance Fresh,-375.71,debit
627,2025-02-07,Utilities,Airtel Broadband,-556.43,debit
628,2025-02-07,Transport,Uber,-96.91,debit
629,2025-02-08,Entertainment,PVR Cinemas,-154.41,debit
630,2025-02-08,Shopping,Local Store,-1460.31,debit
631,2025-02-08,SHOPPING,Myntra,-791.69,debit
632,2025-02-09,GROCERIES,Reliance Fresh,-689.65,debit
633,2025-02-09,Shopping,Myntra,-1084.92,debit
634,2025-02-10,GROCERIES,Local Kirana,-284.27,debit
635,2025-02-10,Dining,Domino's,-206.43,debit
636,2025-02-10,Shopping,Myntra,-605.47,debit
637,2025-02-11,GROCERIES,Local Kirana,-316.72,debit
638,2025-02-11,GROCERIES,BigBasket,-671.99,debit
639,2025-02-11,Dining,McDonalds,-128.71,debit
640,2025-02-11,DINING,Domino's,-317.03,debit
641,2025-02-12,Groceries,Local Kirana,-398.43,debit
642,2025-02-12,Groceries,DMart,-342.89,debit
643,2025-02-13,Shopping,,-1230.84,debit
644,2025-02-13,EDUCATION,Coursera,-968.43,debit
645,2025-02-13,Groceries,DMart,-522.65,debit
646,2025-02-14,GROCERIES,Reliance Fresh,-299.68,debit
647,2025-02-14,GROCERIES,BigBasket,-456.2,debit
648,2025-02-14,Utilities,Jio Recharge,-762.35,debit
649,2025-02-14,DINING,McDonalds,-103.31,debit
650,2025-02-14,Groceries,Reliance Fresh,-683.12,debit
651,2025-02-15,Dining,Cafe Coffee Day,-260.51,debit
652,2025-02-16,Dining,McDonalds,-252.57,debit
653,2025-02-16,Groceries,Reliance Fresh,-321.68,debit
654,2025-02-16,DINING,Zomato,-264.69,debit
655,2025-02-17,Entertainment,PVR Cinemas,-217.15,debit
656,2025-02-17,Transport,Metro Card,-375.83,debit
657,2025-02-17,Shopping,Flipkart,-410.11,debit
658,2025-02-17,Healthcare,Local Clinic,-750.87,debit
659,2025-02-18,Dining,Zomato,-347.35,debit
660,2025-02-18,Dining,McDonalds,-185.37,debit
661,2025-02-19,GROCERIES,DMart,-177.62,debit
662,2025-02-19,Transport,Ola,-341.44,debit
663,2025-02-20,Dining,,-346.99,debit
664,2025-02-20,Utilities,Electricity Board,-519.49,debit
665,2025-02-20,Entertainment,Netflix,-493.42,debit
666,2025-02-21,Groceries,BigBasket,-335.6,debit
667,2025-02-21,EDUCATION,,-455.89,debit
668,2025-02-21,Dining,McDonalds,-319.26,debit
669,2025-02-22,ENTERTAINMENT,BookMyShow,-350.65,debit
670,2025-02-22,TRANSPORT,Petrol Pump,-329.1,debit
671,2025-02-23,Transport,Petrol Pump,-87.51,debit
672,2025-02-24,Groceries,BigBasket,-422.64,debit
673,2025-02-24,Utilities,Electricity Board,-581.19,debit
674,2025-02-26,Utilities,Electricity Board,-337.67,debit
675,2025-02-26,Utilities,Airtel Broadband,-772.03,debit
676,2025-02-26,Healthcare,Local Clinic,-980.85,debit
677,2025-02-27,Groceries,Local Kirana,-579.64,debit
678,2025-02-27,Groceries,BigBasket,-555.28,debit
679,2025-02-27,Entertainment,Spotify,-152.74,debit
680,2025-02-27,Dining,Swiggy,-260.27,debit
681,2025-02-27,UTILITIES,Electricity Board,-221.09,debit
682,2025-02-28,Groceries,Reliance Fresh,-408.6,debit
683,2025-02-28,Groceries,BigBasket,-690.31,debit
684,2025-03-01,Groceries,DMart,-675.38,debit
685,2025-03-01,Salary,Employer Inc,59016.73,credit
686,2025-03-01,Utilities,Jio Recharge,-938.37,debit
687,2025-03-02,Shopping,Local Store,-1384.98,debit
688,2025-03-02,GROCERIES,BigBasket,-428.98,debit
689,2025-03-04,Dining,Swiggy,-243.07,debit
690,2025-03-04,Dining,Swiggy,-360.12,debit
691,2025-03-04,Groceries,DMart,-666.49,debit
692,2025-03-04,Entertainment,BookMyShow,-279.38,debit
693,2025-03-05,Utilities,Electricity Board,-737.25,debit
694,2025-03-05,Groceries,Reliance Fresh,-500.73,debit
695,2025-03-05,ENTERTAINMENT,Spotify,-280.74,debit
696,2025-03-05,Dining,Cafe Coffee Day,-261.61,debit
697,2025-03-05,Rent,Landlord Transfer,-9223.71,debit
698,2025-03-05,EDUCATION,Coursera,-1988.53,debit
699,2025-03-06,UTILITIES,Airtel Broadband,-265.41,debit
700,2025-03-06,Utilities,Jio Recharge,-860.23,debit
701,2025-03-06,Groceries,DMart,-180.05,debit
702,2025-03-06,Dining,,-359.67,debit
703,2025-03-07,Groceries,Local Kirana,-239.11,debit
704,2025-03-07,HEALTHCARE,Apollo Pharmacy,-693.32,debit
705,2025-03-08,Groceries,BigBasket,-339.94,debit
706,2025-03-09,ENTERTAINMENT,BookMyShow,-281.56,debit
707,2025-03-09,Dining,Zomato,-337.76,debit
708,2025-03-09,Entertainment,BookMyShow,-398.9,debit
709,2025-03-09,Education,Coursera,-1302.86,debit
710,2025-03-09,Entertainment,PVR Cinemas,-498.84,debit
711,2025-03-09,Groceries,Local Kirana,-455.36,debit
712,2025-03-10,Healthcare,Health Insurance,-898.29,debit
713,2025-03-10,Shopping,Flipkart,-1111.26,debit
714,2025-03-10,EDUCATION,,-929.8,debit
715,2025-03-10,Entertainment,BookMyShow,-494.29,debit
716,2025-03-10,Dining,Zomato,-195.08,debit
717,2025-03-11,Groceries,Local Kirana,-225.04,debit
718,2025-03-11,Utilities,Electricity Board,-200.01,debit
719,2025-03-11,Utilities,Airtel Broadband,-843.99,debit
720,2025-03-12,Groceries,DMart,-336.6,debit
721,2025-03-12,Shopping,Amazon,-1022.0,debit
722,2025-03-12,UTILITIES,,-961.78,debit
723,2025-03-13,Utilities,Airtel Broadband,-888.85,debit
724,2025-03-14,DINING,Swiggy,-163.93,debit
725,2025-03-15,Entertainment,BookMyShow,-373.28,debit
726,2025-03-15,Groceries,Local Kirana,-671.87,debit
727,2025-03-15,DINING,Domino's,-319.2,debit
728,2025-03-15,Entertainment,Netflix,-472.1,debit
729,2025-03-15,Groceries,DMart,-442.87,debit
730,2025-03-15,Entertainment,Netflix,-376.26,debit
731,2025-03-16,TRANSPORT,Metro Card,-309.34,debit
732,2025-03-16,Entertainment,Netflix,-481.69,debit
733,2025-03-16,Groceries,DMart,-696.78,debit
734,2025-03-17,Entertainment,BookMyShow,-169.66,debit
735,2025-03-17,Dining,Domino's,-204.65,debit
736,2025-03-17,Shopping,Amazon,-1380.27,debit
737,2025-03-18,UTILITIES,Airtel Broadband,-811.5,debit
738,2025-03-19,Transport,Metro Card,-220.75,debit
739,2025-03-19,Education,Udemy,-1146.67,debit
740,2025-03-19,ENTERTAINMENT,,-449.79,debit
741,2025-03-19,SHOPPING,Myntra,-946.96,debit
742,2025-03-19,Groceries,Local Kirana,-281.37,debit
743,2025-03-19,UTILITIES,Electricity Board,-367.3,debit
744,2025-03-21,EDUCATION,College Fee,-303.94,debit
745,2025-03-21,Shopping,Myntra,-1179.22,debit
746,2025-03-21,Groceries,Local Kirana,-693.8,debit
747,2025-03-21,Entertainment,Netflix,-380.57,debit
748,2025-03-21,Groceries,BigBasket,-667.25,debit
749,2025-03-21,Transport,Petrol Pump,-387.84,debit
750,2025-03-21,Groceries,DMart,-365.08,debit
751,2025-03-21,Shopping,Amazon,-971.19,debit
752,2025-03-22,SHOPPING,Flipkart,-343.97,debit
753,2025-03-22,DINING,Cafe Coffee Day,-272.03,debit
754,2025-03-23,Groceries,DMart,-439.62,debit
755,2025-03-23,Transport,Petrol Pump,-216.02,debit
756,2025-03-23,Groceries,DMart,-697.18,debit
757,2025-03-24,Dining,McDonalds,-395.45,debit
758,2025-03-24,Shopping,Myntra,-554.85,debit
759,2025-03-24,Education,College Fee,-578.6,debit
760,2025-03-24,Education,Coursera,-1274.69,debit
761,2025-03-25,Utilities,Water Dept,-485.34,debit
762,2025-03-25,Dining,Zomato,-295.45,debit
763,2025-03-25,Entertainment,PVR Cinemas,-403.7,debit
764,2025-03-25,Shopping,Flipkart,-1026.89,debit
765,2025-03-26,Utilities,Airtel Broadband,-735.68,debit
766,2025-03-26,Dining,Zomato,-303.67,debit
767,2025-03-26,Dining,Cafe Coffee Day,-364.58,debit
768,2025-03-27,Groceries,Local Kirana,-570.65,debit
769,2025-03-27,Transport,Metro Card,-80.97,debit
770,2025-03-27,Groceries,BigBasket,-458.1,debit
771,2025-03-28,DINING,Domino's,-390.46,debit
772,2025-03-28,Utilities,Water Dept,-787.56,debit
773,2025-03-28,Groceries,DMart,-273.54,debit
774,2025-03-28,Dining,Cafe Coffee Day,-198.0,debit
775,2025-03-28,GROCERIES,BigBasket,-219.45,debit
776,2025-03-29,Groceries,Reliance Fresh,-527.48,debit
777,2025-03-29,Utilities,Water Dept,-643.48,debit
778,2025-03-30,Groceries,Local Kirana,-318.44,debit
779,2025-03-30,Groceries,DMart,-444.43,debit
780,2025-03-30,Groceries,Local Kirana,-175.22,debit
781,2025-04-01,Entertainment,Spotify,-215.74,debit
782,2025-04-01,SALARY,Employer Inc,60621.09,credit
783,2025-04-01,Transport,Ola,-296.78,debit
784,2025-04-01,GROCERIES,BigBasket,-231.39,debit
785,2025-04-01,Shopping,Local Store,-1476.34,debit
786,2025-04-02,Entertainment,PVR Cinemas,-397.37,debit
787,2025-04-03,Groceries,Local Kirana,-507.3,debit
788,2025-04-03,Groceries,Local Kirana,-367.55,debit
789,2025-04-03,Utilities,Water Dept,-735.14,debit
790,2025-04-03,Groceries,DMart,-205.35,debit
791,2025-04-03,DINING,Domino's,-130.43,debit
792,2025-04-04,Transport,Metro Card,-136.71,debit
793,2025-04-04,Utilities,Electricity Board,-582.3,debit
794,2025-04-05,Rent,Landlord Transfer,-8278.99,debit
795,2025-04-05,Shopping,Flipkart,-1299.29,debit
796,2025-04-05,Dining,Domino's,-212.7,debit
797,2025-04-06,GROCERIES,DMart,-653.1,debit
798,2025-04-06,Entertainment,Spotify,-200.38,debit
799,2025-04-06,Education,Udemy,-1364.6,debit
800,2025-04-06,Transport,Ola,-70.05,debit
801,2025-04-07,Dining,McDonalds,-242.62,debit
802,2025-04-07,TRANSPORT,Metro Card,-106.3,debit
803,2025-04-07,ENTERTAINMENT,BookMyShow,-171.09,debit
804,2025-04-07,Groceries,DMart,-504.78,debit
805,2025-04-07,Dining,Zomato,-376.83,debit
806,2025-04-07,Dining,Swiggy,-389.87,debit
807,2025-04-08,GROCERIES,Reliance Fresh,-308.78,debit
808,2025-04-08,UTILITIES,Airtel Broadband,-450.28,debit
809,2025-04-08,GROCERIES,DMart,-328.57,debit
810,2025-04-09,Dining,,-367.02,debit
811,2025-04-09,Healthcare,Health Insurance,-656.44,debit
812,2025-04-10,Transport,Metro Card,-243.38,debit
813,2025-04-10,Groceries,BigBasket,-183.83,debit
814,2025-04-10,ENTERTAINMENT,Netflix,-354.02,debit
815,2025-04-10,Entertainment,Spotify,-285.22,debit
816,2025-04-11,ENTERTAINMENT,BookMyShow,-308.27,debit
817,2025-04-11,Transport,Ola,-96.11,debit
818,2025-04-11,GROCERIES,Local Kirana,-613.15,debit
819,2025-04-12,Dining,Cafe Coffee Day,-126.63,debit
820,2025-04-12,SHOPPING,Flipkart,-845.53,debit
821,2025-04-12,Utilities,Jio Recharge,-923.33,debit
822,2025-04-12,Shopping,Amazon,-1258.95,debit
823,2025-04-13,Shopping,Local Store,-525.95,debit
824,2025-04-13,TRANSPORT,Petrol Pump,-108.56,debit
825,2025-04-14,Shopping,Myntra,-1451.44,debit
826,2025-04-14,Entertainment,Spotify,-194.83,debit
827,2025-04-14,Groceries,DMart,-276.53,debit
828,2025-04-14,Entertainment,BookMyShow,-199.03,debit
829,2025-04-14,Groceries,Local Kirana,-428.76,debit
830,2025-04-14,Groceries,Reliance Fresh,-212.46,debit
831,2025-04-14,Groceries,Local Kirana,-321.5,debit
832,2025-04-14,Utilities,Airtel Broadband,-216.69,debit
833,2025-04-15,Dining,Domino's,-319.72,debit
834,2025-04-15,ENTERTAINMENT,Spotify,-275.46,debit
835,2025-04-15,Healthcare,,-143.58,debit
836,2025-04-15,Groceries,DMart,-542.74,debit
837,2025-04-15,Utilities,Jio Recharge,-658.52,debit
838,2025-04-15,TRANSPORT,Ola,-395.55,debit
839,2025-04-16,Groceries,BigBasket,-383.62,debit
840,2025-04-16,Groceries,BigBasket,-505.16,debit
841,2025-04-16,Groceries,Reliance Fresh,-437.42,debit
842,2025-04-16,GROCERIES,DMart,-546.95,debit
843,2025-04-17,Groceries,DMart,-472.88,debit
844,2025-04-17,Entertainment,Spotify,-363.62,debit
845,2025-04-19,TRANSPORT,Petrol Pump,-146.15,debit
846,2025-04-19,ENTERTAINMENT,PVR Cinemas,-222.17,debit
847,2025-04-19,Groceries,,-650.69,debit
848,2025-04-20,UTILITIES,Jio Recharge,-283.9,debit
849,2025-04-20,Dining,McDonalds,-109.96,debit
850,2025-04-21,Groceries,Local Kirana,-653.39,debit
851,2025-04-21,Groceries,Reliance Fresh,-306.12,debit
852,2025-04-21,GROCERIES,BigBasket,-206.41,debit
853,2025-04-21,Dining,Domino's,-106.61,debit
854,2025-04-21,Groceries,Reliance Fresh,-673.28,debit
855,2025-04-22,TRANSPORT,Uber,-296.72,debit
856,2025-04-22,TRANSPORT,Petrol Pump,-344.64,debit
857,2025-04-23,Utilities,Electricity Board,-449.88,debit
858,2025-04-24,Entertainment,Netflix,-275.55,debit
859,2025-04-25,Entertainment,PVR Cinemas,-213.56,debit
860,2025-04-25,Entertainment,BookMyShow,-252.76,debit
861,2025-04-27,Utilities,Electricity Board,-925.21,debit
862,2025-04-28,Shopping,Amazon,-480.38,debit
863,2025-04-28,Groceries,Reliance Fresh,-490.04,debit
864,2025-04-28,Entertainment,,-390.76,debit
865,2025-04-29,Groceries,Local Kirana,-630.12,debit
866,2025-04-29,Shopping,Flipkart,-1412.55,debit
867,2025-04-29,Dining,McDonalds,-286.09,debit
868,2025-04-30,Entertainment,PVR Cinemas,-316.84,debit
869,2025-04-30,DINING,Zomato,-242.79,debit
870,2025-04-30,Groceries,Local Kirana,-624.95,debit
871,2025-05-01,Shopping,Myntra,-740.68,debit
872,2025-05-01,Groceries,DMart,-529.81,debit
873,2025-05-01,Salary,Employer Inc,50308.77,credit
874,2025-05-01,Utilities,Jio Recharge,-966.06,debit
875,2025-05-01,Dining,Zomato,-384.11,debit
876,2025-05-02,Education,College Fee,-1947.09,debit
877,2025-05-02,Education,College Fee,-1073.06,debit
878,2025-05-02,Shopping,Flipkart,-1458.37,debit
879,2025-05-03,ENTERTAINMENT,Spotify,-325.75,debit
880,2025-05-03,Entertainment,Netflix,-172.77,debit
881,2025-05-04,UTILITIES,Electricity Board,-826.92,debit
882,2025-05-04,Entertainment,,-299.13,debit
883,2025-05-04,Groceries,Local Kirana,-223.85,debit
884,2025-05-05,Rent,Landlord Transfer,-8584.29,debit
885,2025-05-05,Shopping,Myntra,-905.7,debit
886,2025-05-06,Entertainment,Netflix,-263.61,debit
887,2025-05-06,GROCERIES,Local Kirana,-196.94,debit
888,2025-05-06,Transport,Metro Card,-81.62,debit
889,2025-05-06,Dining,McDonalds,-245.13,debit
890,2025-05-06,Groceries,Local Kirana,-207.97,debit
891,2025-05-07,Dining,Swiggy,-106.38,debit
892,2025-05-07,Entertainment,Spotify,-379.31,debit
893,2025-05-07,Groceries,DMart,-689.65,debit
894,2025-05-07,Shopping,Amazon,-894.65,debit
895,2025-05-07,Groceries,Reliance Fresh,-674.05,debit
896,2025-05-08,Shopping,Amazon,-1336.42,debit
897,2025-05-08,Groceries,Reliance Fresh,-642.36,debit
898,2025-05-08,Utilities,Electricity Board,-485.51,debit
899,2025-05-08,Transport,Uber,-139.8,debit
900,2025-05-08,Utilities,Airtel Broadband,-494.65,debit
901,2025-05-09,HEALTHCARE,Apollo Pharmacy,-290.83,debit
902,2025-05-09,GROCERIES,,-212.85,debit
903,2025-05-10,Dining,Cafe Coffee Day,-204.91,debit
904,2025-05-10,Entertainment,Spotify,-303.18,debit
905,2025-05-10,Entertainment,BookMyShow,-438.8,debit
906,2025-05-10,UTILITIES,Electricity Board,-821.19,debit
907,2025-05-11,Transport,Petrol Pump,-52.34,debit
908,2025-05-11,Dining,Zomato,-221.15,debit
909,2025-05-11,Education,Udemy,-1887.28,debit
910,2025-05-12,SHOPPING,Flipkart,-851.5,debit
911,2025-05-12,Utilities,Electricity Board,-390.04,debit
912,2025-05-13,Dining,Swiggy,-253.69,debit
913,2025-05-13,Dining,,-397.89,debit
914,2025-05-13,Dining,Domino's,-115.57,debit
915,2025-05-13,Utilities,Water Dept,-219.45,debit
916,2025-05-13,Entertainment,Spotify,-358.17,debit
917,2025-05-13,Groceries,BigBasket,-283.04,debit
918,2025-05-14,Dining,Zomato,-274.23,debit
919,2025-05-14,EDUCATION,Coursera,-1483.72,debit
920,2025-05-14,ENTERTAINMENT,BookMyShow,-358.18,debit
921,2025-05-15,Dining,,-277.38,debit
922,2025-05-15,Groceries,Local Kirana,-584.11,debit
923,2025-05-16,GROCERIES,DMart,-234.9,debit
924,2025-05-16,Shopping,Local Store,-679.08,debit
925,2025-05-16,Dining,Cafe Coffee Day,-369.67,debit
926,2025-05-16,Utilities,Water Dept,-441.01,debit
927,2025-05-16,Dining,Domino's,-348.01,debit
928,2025-05-17,Shopping,Amazon,-1431.42,debit
929,2025-05-17,Groceries,BigBasket,-568.13,debit
930,2025-05-17,Dining,Cafe Coffee Day,-201.2,debit
931,2025-05-18,Groceries,DMart,-537.09,debit
932,2025-05-18,UTILITIES,Water Dept,-276.32,debit
933,2025-05-19,Groceries,DMart,-551.08,debit
934,2025-05-19,Dining,McDonalds,-391.46,debit
935,2025-05-19,Dining,Swiggy,-263.13,debit
936,2025-05-20,Entertainment,Spotify,-264.46,debit
937,2025-05-20,Dining,Domino's,-252.08,debit
938,2025-05-20,DINING,Cafe Coffee Day,-210.72,debit
939,2025-05-20,Shopping,Amazon,-449.07,debit
940,2025-05-20,SHOPPING,Flipkart,-1342.67,debit
941,2025-05-21,Groceries,Local Kirana,-428.0,debit
942,2025-05-21,Utilities,Water Dept,-374.31,debit
943,2025-05-22,Entertainment,Netflix,-388.77,debit
944,2025-05-23,ENTERTAINMENT,Netflix,-333.19,debit
945,2025-05-24,Groceries,Local Kirana,-664.41,debit
946,2025-05-24,Education,College Fee,-1652.08,debit
947,2025-05-24,Entertainment,Netflix,-351.7,debit
948,2025-05-24,Shopping,Amazon,-462.12,debit
949,2025-05-24,Groceries,BigBasket,-160.89,debit
950,2025-05-25,Groceries,BigBasket,-391.53,debit
951,2025-05-26,Dining,Swiggy,-384.19,debit
952,2025-05-26,Groceries,BigBasket,-271.27,debit
953,2025-05-27,Dining,Cafe Coffee Day,-206.89,debit
954,2025-05-27,Shopping,,-1214.49,debit
955,2025-05-27,Healthcare,Local Clinic,-502.25,debit
956,2025-05-28,GROCERIES,Reliance Fresh,-502.35,debit
957,2025-05-28,Shopping,Flipkart,-1206.04,debit
958,2025-05-28,GROCERIES,BigBasket,-655.66,debit
959,2025-05-29,Entertainment,,-220.33,debit
960,2025-05-29,Utilities,Jio Recharge,-393.58,debit
961,2025-05-30,Shopping,Amazon,-337.36,debit
962,2025-05-31,Entertainment,Netflix,-217.41,debit
963,2025-05-31,UTILITIES,Jio Recharge,-295.96,debit
964,2025-06-01,Shopping,,-1366.34,debit
965,2025-06-01,Dining,Swiggy,-353.44,debit
966,2025-06-01,Salary,Employer Inc,64548.65,credit
967,2025-06-01,Shopping,Amazon,-1449.97,debit
968,2025-06-03,Transport,Uber,-202.43,debit
969,2025-06-03,Utilities,Jio Recharge,-721.57,debit
970,2025-06-04,SHOPPING,Amazon,-1347.33,debit
971,2025-06-04,Transport,Metro Card,-54.0,debit
972,2025-06-05,Groceries,BigBasket,-445.35,debit
973,2025-06-05,Rent,Landlord Transfer,-8732.72,debit
