transaction_id,transaction_date,category,merchant,amount,txn_type,year_month,day_of_week,month_name
307,2024-10-21,Groceries,Local Kirana,-170.29,debit,2024-10,Monday,Oct 2024
308,2024-10-21,Dining,Swiggy,-211.43,debit,2024-10,Monday,Oct 2024
309,2024-10-22,Groceries,DMart,-627.9,debit,2024-10,Tuesday,Oct 2024
310,2024-10-22,Shopping,Myntra,-1016.39,debit,2024-10,Tuesday,Oct 2024
311,2024-10-22,Dining,Zomato,-126.29,debit,2024-10,Tuesday,Oct 2024
312,2024-10-22,Healthcare,Local Clinic,-1121.15,debit,2024-10,Tuesday,Oct 2024
313,2024-10-22,Utilities,Jio Recharge,-324.19,debit,2024-10,Tuesday,Oct 2024
314,2024-10-23,Groceries,BigBasket,-555.45,debit,2024-10,Wednesday,Oct 2024
315,2024-10-24,Groceries,Local Kirana,-581.94,debit,2024-10,Thursday,Oct 2024
316,2024-10-24,Dining,McDonalds,-207.57,debit,2024-10,Thursday,Oct 2024
317,2024-10-24,Groceries,Reliance Fresh,-271.47,debit,2024-10,Thursday,Oct 2024
318,2024-10-24,Groceries,Local Kirana,-252.37,debit,2024-10,Thursday,Oct 2024
319,2024-10-25,Shopping,Unknown,-694.25,debit,2024-10,Friday,Oct 2024
320,2024-10-25,Dining,Cafe Coffee Day,-381.49,debit,2024-10,Friday,Oct 2024
321,2024-10-25,Healthcare,Apollo Pharmacy,-1166.87,debit,2024-10,Friday,Oct 2024
322,2024-10-25,Groceries,Reliance Fresh,-673.01,debit,2024-10,Friday,Oct 2024
323,2024-10-25,Groceries,BigBasket,-295.03,debit,2024-10,Friday,Oct 2024
324,2024-10-26,Entertainment,Netflix,-334.03,debit,2024-10,Saturday,Oct 2024
325,2024-10-26,Entertainment,PVR Cinemas,-477.11,debit,2024-10,Saturday,Oct 2024
326,2024-10-26,Entertainment,PVR Cinemas,-327.66,debit,2024-10,Saturday,Oct 2024
327,2024-10-26,Groceries,BigBasket,-307.17,debit,2024-10,Saturday,Oct 2024
328,2024-10-26,Groceries,Local Kirana,-464.55,debit,2024-10,Saturday,Oct 2024
329,2024-10-26,Utilities,Water Dept,-382.46,debit,2024-10,Saturday,Oct 2024
330,2024-10-27,Groceries,BigBasket,-339.86,debit,2024-10,Sunday,Oct 2024
331,2024-10-27,Dining,Swiggy,-269.19,debit,2024-10,Sunday,Oct 2024
332,2024-10-28,Groceries,Reliance Fresh,-442.22,debit,2024-10,Monday,Oct 2024
333,2024-10-28,Shopping,Local Store,-1323.48,debit,2024-10,Monday,Oct 2024
334,2024-10-29,Dining,Cafe Coffee Day,-133.77,debit,2024-10,Tuesday,Oct 2024
335,2024-10-29,Shopping,Amazon,-596.22,debit,2024-10,Tuesday,Oct 2024
336,2024-10-30,Dining,Cafe Coffee Day,-274.64,debit,2024-10,Wednesday,Oct 2024
337,2024-10-30,Groceries,DMart,-281.88,debit,2024-10,Wednesday,Oct 2024
338,2024-10-30,Shopping,Myntra,-1343.05,debit,2024-10,Wednesday,Oct 2024
339,2024-10-30,Groceries,Unknown,-356.14,debit,2024-10,Wednesday,Oct 2024
340,2024-10-30,Dining,McDonalds,-205.27,debit,2024-10,Wednesday,Oct 2024
341,2024-11-01,Dining,Swiggy,-274.66,debit,2024-11,Friday,Nov 2024
342,2024-11-01,Salary,Employer Inc,52340.28,credit,2024-11,Friday,Nov 2024
343,2024-11-01,Education,College Fee,-774.77,debit,2024-11,Friday,Nov 2024
344,2024-11-02,Shopping,Local Store,-659.45,debit,2024-11,Saturday,Nov 2024
345,2024-11-02,Groceries,BigBasket,-406.2,debit,2024-11,Saturday,Nov 2024
346,2024-11-03,Transport,Ola,-368.29,debit,2024-11,Sunday,Nov 2024
347,2024-11-03,Dining,McDonalds,-391.22,debit,2024-11,Sunday,Nov 2024
348,2024-11-03,Dining,Swiggy,-160.56,debit,2024-11,Sunday,Nov 2024
349,2024-11-03,Entertainment,Netflix,-386.99,debit,2024-11,Sunday,Nov 2024
350,2024-11-04,Entertainment,Netflix,-170.37,debit,2024-11,Monday,Nov 2024
351,2024-11-04,Shopping,Myntra,-568.3,debit,2024-11,Monday,Nov 2024
352,2024-11-05,Rent,Landlord Transfer,-8608.48,debit,2024-11,Tuesday,Nov 2024
353,2024-11-05,Shopping,Amazon,-1299.7,debit,2024-11,Tuesday,Nov 2024
354,2024-11-05,Transport,Petrol Pump,-396.63,debit,2024-11,Tuesday,Nov 2024
355,2024-11-05,Utilities,Water Dept,-310.02,debit,2024-11,Tuesday,Nov 2024
356,2024-11-05,Dining,Swiggy,-380.85,debit,2024-11,Tuesday,Nov 2024
357,2024-11-07,Dining,McDonalds,-183.81,debit,2024-11,Thursday,Nov 2024
358,2024-11-07,Groceries,BigBasket,-665.13,debit,2024-11,Thursday,Nov 2024
359,2024-11-08,Transport,Ola,-132.59,debit,2024-11,Friday,Nov 2024
360,2024-11-08,Shopping,Flipkart,-1213.84,debit,2024-11,Friday,Nov 2024
361,2024-11-08,Shopping,Flipkart,-425.89,debit,2024-11,Friday,Nov 2024
362,2024-11-09,Dining,Zomato,-231.52,debit,2024-11,Saturday,Nov 2024
363,2024-11-09,Transport,Petrol Pump,-126.02,debit,2024-11,Saturday,Nov 2024
364,2024-11-09,Shopping,Local Store,-846.8,debit,2024-11,Saturday,Nov 2024
365,2024-11-10,Dining,Swiggy,-368.27,debit,2024-11,Sunday,Nov 2024
366,2024-11-10,Education,Udemy,-1294.75,debit,2024-11,Sunday,Nov 2024
367,2024-11-11,Dining,McDonalds,-202.54,debit,2024-11,Monday,Nov 2024
368,2024-11-11,Transport,Ola,-106.48,debit,2024-11,Monday,Nov 2024
369,2024-11-11,Groceries,DMart,-397.88,debit,2024-11,Monday,Nov 2024
370,2024-11-12,Groceries,Local Kirana,-247.59,debit,2024-11,Tuesday,Nov 2024
371,2024-11-12,Transport,Petrol Pump,-248.91,debit,2024-11,Tuesday,Nov 2024
372,2024-11-12,Shopping,Myntra,-230.67,debit,2024-11,Tuesday,Nov 2024
373,2024-11-13,Shopping,Local Store,-436.24,debit,2024-11,Wednesday,Nov 2024
374,2024-11-13,Transport,Uber,-391.6,debit,2024-11,Wednesday,Nov 2024
375,2024-11-13,Dining,Zomato,-285.15,debit,2024-11,Wednesday,Nov 2024
376,2024-11-14,Groceries,BigBasket,-426.72,debit,2024-11,Thursday,Nov 2024
377,2024-11-14,Groceries,Reliance Fresh,-186.57,debit,2024-11,Thursday,Nov 2024
378,2024-11-15,Groceries,Reliance Fresh,-317.31,debit,2024-11,Friday,Nov 2024
379,2024-11-15,Dining,McDonalds,-310.08,debit,2024-11,Friday,Nov 2024
380,2024-11-16,Utilities,Jio Recharge,-332.19,debit,2024-11,Saturday,Nov 2024
381,2024-11-16,Groceries,BigBasket,-696.62,debit,2024-11,Saturday,Nov 2024
382,2024-11-16,Groceries,DMart,-506.28,debit,2024-11,Saturday,Nov 2024
383,2024-11-17,Healthcare,Apollo Pharmacy,-964.98,debit,2024-11,Sunday,Nov 2024
384,2024-11-17,Utilities,Water Dept,-706.48,debit,2024-11,Sunday,Nov 2024
385,2024-11-18,Groceries,Local Kirana,-308.89,debit,2024-11,Monday,Nov 2024
386,2024-11-19,Dining,McDonalds,-273.16,debit,2024-11,Tuesday,Nov 2024
387,2024-11-19,Shopping,Myntra,-235.9,debit,2024-11,Tuesday,Nov 2024
388,2024-11-20,Entertainment,Netflix,-480.42,debit,2024-11,Wednesday,Nov 2024
389,2024-11-21,Groceries,Local Kirana,-533.5,debit,2024-11,Thursday,Nov 2024
390,2024-11-21,Groceries,DMart,-157.92,debit,2024-11,Thursday,Nov 2024
391,2024-11-21,Education,Coursera,-849.03,debit,2024-11,Thursday,Nov 2024
392,2024-11-21,Dining,Domino's,-280.73,debit,2024-11,Thursday,Nov 2024
393,2024-11-21,Utilities,Airtel Broadband,-435.24,debit,2024-11,Thursday,Nov 2024
394,2024-11-22,Groceries,BigBasket,-597.59,debit,2024-11,Friday,Nov 2024
395,2024-11-22,Shopping,Myntra,-891.41,debit,2024-11,Friday,Nov 2024
396,2024-11-22,Groceries,Local Kirana,-574.01,debit,2024-11,Friday,Nov 2024
397,2024-11-22,Dining,Unknown,-231.69,debit,2024-11,Friday,Nov 2024
398,2024-11-23,Healthcare,Apollo Pharmacy,-937.66,debit,2024-11,Saturday,Nov 2024
399,2024-11-23,Transport,Ola,-208.12,debit,2024-11,Saturday,Nov 2024
400,2024-11-23,Dining,McDonalds,-224.06,debit,2024-11,Saturday,Nov 2024
401,2024-11-23,Entertainment,BookMyShow,-279.43,debit,2024-11,Saturday,Nov 2024
402,2024-11-23,Shopping,Local Store,-470.34,debit,2024-11,Saturday,Nov 2024
403,2024-11-24,Groceries,Reliance Fresh,-470.67,debit,2024-11,Sunday,Nov 2024
404,2024-11-24,Entertainment,PVR Cinemas,-412.91,debit,2024-11,Sunday,Nov 2024
405,2024-11-24,Dining,Cafe Coffee Day,-382.16,debit,2024-11,Sunday,Nov 2024
406,2024-11-24,Entertainment,Spotify,-222.48,debit,2024-11,Sunday,Nov 2024
407,2024-11-24,Dining,McDonalds,-218.37,debit,2024-11,Sunday,Nov 2024
408,2024-11-24,Dining,Domino's,-363.8,debit,2024-11,Sunday,Nov 2024
409,2024-11-25,Groceries,BigBasket,-602.53,debit,2024-11,Monday,Nov 2024
410,2024-11-25,Dining,Cafe Coffee Day,-260.52,debit,2024-11,Monday,Nov 2024
411,2024-11-26,Groceries,Local Kirana,-193.15,debit,2024-11,Tuesday,Nov 2024
412,2024-11-26,Transport,Ola,-116.39,debit,2024-11,Tuesday,Nov 2024
413,2024-11-26,Dining,McDonalds,-200.56,debit,2024-11,Tuesday,Nov 2024
414,2024-11-26,Groceries,Local Kirana,-271.12,debit,2024-11,Tuesday,Nov 2024
415,2024-11-26,Education,Coursera,-1538.43,debit,2024-11,Tuesday,Nov 2024
416,2024-11-27,Utilities,Electricity Board,-741.55,debit,2024-11,Wednesday,Nov 2024
417,2024-11-27,Shopping,Myntra,-1464.61,debit,2024-11,Wednesday,Nov 2024
418,2024-11-27,Transport,Petrol Pump,-214.95,debit,2024-11,Wednesday,Nov 2024
419,2024-11-27,Transport,Ola,-57.67,debit,2024-11,Wednesday,Nov 2024
420,2024-11-27,Groceries,DMart,-285.28,debit,2024-11,Wednesday,Nov 2024
421,2024-11-28,Groceries,Reliance Fresh,-370.17,debit,2024-11,Thursday,Nov 2024
422,2024-11-28,Groceries,Reliance Fresh,-460.44,debit,2024-11,Thursday,Nov 2024
423,2024-11-28,Utilities,Airtel Broadband,-406.35,debit,2024-11,Thursday,Nov 2024
424,2024-11-29,Groceries,Local Kirana,-555.63,debit,2024-11,Friday,Nov 2024
425,2024-11-30,Entertainment,BookMyShow,-401.15,debit,2024-11,Saturday,Nov 2024
426,2024-11-30,Dining,Cafe Coffee Day,-216.6,debit,2024-11,Saturday,Nov 2024
427,2024-12-01,Groceries,Local Kirana,-301.14,debit,2024-12,Sunday,Dec 2024
428,2024-12-01,Dining,McDonalds,-100.56,debit,2024-12,Sunday,Dec 2024
429,2024-12-01,Utilities,Airtel Broadband,-817.85,debit,2024-12,Sunday,Dec 2024
430,2024-12-01,Dining,Zomato,-248.34,debit,2024-12,Sunday,Dec 2024
431,2024-12-01,Dining,Swiggy,-393.24,debit,2024-12,Sunday,Dec 2024
432,2024-12-01,Salary,Employer Inc,52339.92,credit,2024-12,Sunday,Dec 2024
433,2024-12-01,Groceries,BigBasket,-685.4,debit,2024-12,Sunday,Dec 2024
434,2024-12-02,Dining,Swiggy,-322.23,debit,2024-12,Monday,Dec 2024
435,2024-12-03,Entertainment,Spotify,-449.51,debit,2024-12,Tuesday,Dec 2024
436,2024-12-03,Dining,Swiggy,-156.44,debit,2024-12,Tuesday,Dec 2024
437,2024-12-04,Dining,McDonalds,-389.0,debit,2024-12,Wednesday,Dec 2024
438,2024-12-04,Groceries,BigBasket,-538.84,debit,2024-12,Wednesday,Dec 2024
439,2024-12-04,Utilities,Airtel Broadband,-709.52,debit,2024-12,Wednesday,Dec 2024
440,2024-12-04,Groceries,Local Kirana,-410.37,debit,2024-12,Wednesday,Dec 2024
441,2024-12-04,Entertainment,BookMyShow,-329.33,debit,2024-12,Wednesday,Dec 2024
442,2024-12-04,Shopping,Amazon,-220.33,debit,2024-12,Wednesday,Dec 2024
443,2024-12-05,Groceries,BigBasket,-357.75,debit,2024-12,Thursday,Dec 2024
444,2024-12-05,Shopping,Flipkart,-1263.36,debit,2024-12,Thursday,Dec 2024
445,2024-12-05,Shopping,Flipkart,-1137.85,debit,2024-12,Thursday,Dec 2024
446,2024-12-05,Rent,Landlord Transfer,-9049.51,debit,2024-12,Thursday,Dec 2024
447,2024-12-05,Education,Udemy,-664.87,debit,2024-12,Thursday,Dec 2024
448,2024-12-06,Dining,McDonalds,-138.25,debit,2024-12,Friday,Dec 2024
449,2024-12-06,Groceries,Reliance Fresh,-424.04,debit,2024-12,Friday,Dec 2024
450,2024-12-07,Healthcare,Local Clinic,-730.7,debit,2024-12,Saturday,Dec 2024
451,2024-12-07,Groceries,DMart,-481.4,debit,2024-12,Saturday,Dec 2024
452,2024-12-07,Dining,McDonalds,-167.15,debit,2024-12,Saturday,Dec 2024
453,2024-12-07,Utilities,Jio Recharge,-497.38,debit,2024-12,Saturday,Dec 2024
454,2024-12-07,Entertainment,BookMyShow,-321.28,debit,2024-12,Saturday,Dec 2024
455,2024-12-08,Shopping,Flipkart,-1339.66,debit,2024-12,Sunday,Dec 2024
456,2024-12-08,Groceries,Local Kirana,-379.89,debit,2024-12,Sunday,Dec 2024
457,2024-12-09,Utilities,Water Dept,-448.8,debit,2024-12,Monday,Dec 2024
458,2024-12-09,Groceries,Unknown,-608.51,debit,2024-12,Monday,Dec 2024
459,2024-12-10,Groceries,DMart,-287.25,debit,2024-12,Tuesday,Dec 2024
460,2024-12-10,Groceries,DMart,-272.99,debit,2024-12,Tuesday,Dec 2024
461,2024-12-10,Groceries,BigBasket,-556.82,debit,2024-12,Tuesday,Dec 2024
462,2024-12-10,Utilities,Jio Recharge,-464.19,debit,2024-12,Tuesday,Dec 2024
463,2024-12-11,Entertainment,BookMyShow,-363.64,debit,2024-12,Wednesday,Dec 2024
464,2024-12-11,Healthcare,Health Insurance,-358.14,debit,2024-12,Wednesday,Dec 2024
465,2024-12-11,Entertainment,PVR Cinemas,-415.39,debit,2024-12,Wednesday,Dec 2024
466,2024-12-11,Dining,Zomato,-264.39,debit,2024-12,Wednesday,Dec 2024
467,2024-12-12,Groceries,DMart,-311.23,debit,2024-12,Thursday,Dec 2024
468,2024-12-14,Transport,Metro Card,-396.94,debit,2024-12,Saturday,Dec 2024
469,2024-12-14,Shopping,Amazon,-556.29,debit,2024-12,Saturday,Dec 2024
470,2024-12-14,Groceries,DMart,-297.18,debit,2024-12,Saturday,Dec 2024
471,2024-12-15,Groceries,Reliance Fresh,-627.01,debit,2024-12,Sunday,Dec 2024
472,2024-12-15,Groceries,BigBasket,-319.86,debit,2024-12,Sunday,Dec 2024
473,2024-12-16,Groceries,Local Kirana,-280.49,debit,2024-12,Monday,Dec 2024
474,2024-12-16,Shopping,Myntra,-992.52,debit,2024-12,Monday,Dec 2024
475,2024-12-16,Transport,Uber,-240.24,debit,2024-12,Monday,Dec 2024
476,2024-12-16,Dining,McDonalds,-309.24,debit,2024-12,Monday,Dec 2024
477,2024-12-16,Healthcare,Health Insurance,-146.15,debit,2024-12,Monday,Dec 2024
478,2024-12-17,Entertainment,Netflix,-181.99,debit,2024-12,Tuesday,Dec 2024
479,2024-12-17,Dining,Domino's,-311.87,debit,2024-12,Tuesday,Dec 2024
480,2024-12-17,Shopping,Local Store,-1411.07,debit,2024-12,Tuesday,Dec 2024
481,2024-12-17,Groceries,Reliance Fresh,-563.99,debit,2024-12,Tuesday,Dec 2024
482,2024-12-18,Dining,Cafe Coffee Day,-271.73,debit,2024-12,Wednesday,Dec 2024
483,2024-12-18,Groceries,BigBasket,-192.34,debit,2024-12,Wednesday,Dec 2024
484,2024-12-18,Groceries,DMart,-326.92,debit,2024-12,Wednesday,Dec 2024
485,2024-12-19,Groceries,Local Kirana,-595.43,debit,2024-12,Thursday,Dec 2024
486,2024-12-19,Groceries,DMart,-156.99,debit,2024-12,Thursday,Dec 2024
487,2024-12-19,Groceries,BigBasket,-438.88,debit,2024-12,Thursday,Dec 2024
488,2024-12-19,Shopping,Myntra,-328.54,debit,2024-12,Thursday,Dec 2024
489,2024-12-20,Dining,McDonalds,-323.76,debit,2024-12,Friday,Dec 2024
490,2024-12-20,Groceries,Local Kirana,-536.08,debit,2024-12,Friday,Dec 2024
491,2024-12-20,Groceries,Reliance Fresh,-388.51,debit,2024-12,Friday,Dec 2024
492,2024-12-20,Groceries,Local Kirana,-464.31,debit,2024-12,Friday,Dec 2024
493,2024-12-20,Entertainment,BookMyShow,-150.9,debit,2024-12,Friday,Dec 2024
494,2024-12-21,Utilities,Jio Recharge,-700.98,debit,2024-12,Saturday,Dec 2024
495,2024-12-21,Dining,Zomato,-176.01,debit,2024-12,Saturday,Dec 2024
496,2024-12-21,Entertainment,PVR Cinemas,-289.59,debit,2024-12,Saturday,Dec 2024
497,2024-12-22,Entertainment,BookMyShow,-492.52,debit,2024-12,Sunday,Dec 2024
498,2024-12-22,Utilities,Airtel Broadband,-552.61,debit,2024-12,Sunday,Dec 2024
499,2024-12-22,Entertainment,Netflix,-423.63,debit,2024-12,Sunday,Dec 2024
500,2024-12-24,Dining,Cafe Coffee Day,-302.54,debit,2024-12,Tuesday,Dec 2024
501,2024-12-24,Dining,Swiggy,-214.27,debit,2024-12,Tuesday,Dec 2024
502,2024-12-24,Dining,Domino's,-281.64,debit,2024-12,Tuesday,Dec 2024
503,2024-12-25,Groceries,BigBasket,-680.46,debit,2024-12,Wednesday,Dec 2024
504,2024-12-25,Entertainment,PVR Cinemas,-256.12,debit,2024-12,Wednesday,Dec 2024
505,2024-12-25,Dining,Cafe Coffee Day,-137.72,debit,2024-12,Wednesday,Dec 2024
506,2024-12-25,Dining,Unknown,-119.01,debit,2024-12,Wednesday,Dec 2024
507,2024-12-25,Utilities,Electricity Board,-323.12,debit,2024-12,Wednesday,Dec 2024
508,2024-12-27,Entertainment,Spotify,-235.52,debit,2024-12,Friday,Dec 2024
509,2024-12-27,Dining,Zomato,-208.72,debit,2024-12,Friday,Dec 2024
510,2024-12-28,Dining,McDonalds,-111.27,debit,2024-12,Saturday,Dec 2024
511,2024-12-28,Shopping,Flipkart,-1001.65,debit,2024-12,Saturday,Dec 2024
512,2024-12-28,Utilities,Jio Recharge,-996.74,debit,2024-12,Saturday,Dec 2024
513,2024-12-29,Transport,Metro Card,-119.65,debit,2024-12,Sunday,Dec 2024
514,2024-12-30,Dining,Domino's,-160.97,debit,2024-12,Monday,Dec 2024
515,2024-12-30,Shopping,Amazon,-1078.05,debit,2024-12,Monday,Dec 2024
516,2024-12-30,Utilities,Electricity Board,-504.41,debit,2024-12,Monday,Dec 2024
517,2024-12-30,Transport,Uber,-133.38,debit,2024-12,Monday,Dec 2024
518,2024-12-30,Utilities,Airtel Broadband,-563.16,debit,2024-12,Monday,Dec 2024
519,2024-12-31,Utilities,Water Dept,-319.93,debit,2024-12,Tuesday,Dec 2024
520,2025-01-01,Salary,Employer Inc,50871.25,credit,2025-01,Wednesday,Jan 2025
521,2025-01-02,Groceries,BigBasket,-363.21,debit,2025-01,Thursday,Jan 2025
522,2025-01-02,Shopping,Flipkart,-222.03,debit,2025-01,Thursday,Jan 2025
523,2025-01-02,Groceries,BigBasket,-557.94,debit,2025-01,Thursday,Jan 2025
524,2025-01-03,Entertainment,PVR Cinemas,-475.39,debit,2025-01,Friday,Jan 2025
525,2025-01-03,Groceries,BigBasket,-622.1,debit,2025-01,Friday,Jan 2025
526,2025-01-03,Dining,Zomato,-136.06,debit,2025-01,Friday,Jan 2025
527,2025-01-04,Utilities,Jio Recharge,-766.18,debit,2025-01,Saturday,Jan 2025
528,2025-01-04,Shopping,Local Store,-1141.64,debit,2025-01,Saturday,Jan 2025
529,2025-01-04,Transport,Petrol Pump,-190.81,debit,2025-01,Saturday,Jan 2025
530,2025-01-04,Entertainment,Netflix,-436.11,debit,2025-01,Saturday,Jan 2025
531,2025-01-04,Dining,Swiggy,-367.77,debit,2025-01,Saturday,Jan 2025
532,2025-01-05,Healthcare,Local Clinic,-624.53,debit,2025-01,Sunday,Jan 2025
533,2025-01-05,Transport,Uber,-319.89,debit,2025-01,Sunday,Jan 2025
534,2025-01-05,Rent,Landlord Transfer,-8863.89,debit,2025-01,Sunday,Jan 2025
535,2025-01-06,Dining,Cafe Coffee Day,-362.0,debit,2025-01,Monday,Jan 2025
536,2025-01-06,Utilities,Water Dept,-483.1,debit,2025-01,Monday,Jan 2025
537,2025-01-06,Groceries,Reliance Fresh,-530.69,debit,2025-01,Monday,Jan 2025
538,2025-01-06,Groceries,BigBasket,-506.23,debit,2025-01,Monday,Jan 2025
539,2025-01-06,Dining,Domino's,-226.76,debit,2025-01,Monday,Jan 2025
540,2025-01-06,Groceries,DMart,-259.82,debit,2025-01,Monday,Jan 2025
541,2025-01-07,Utilities,Water Dept,-278.47,debit,2025-01,Tuesday,Jan 2025
542,2025-01-07,Dining,Swiggy,-253.8,debit,2025-01,Tuesday,Jan 2025
543,2025-01-07,Dining,Zomato,-360.58,debit,2025-01,Tuesday,Jan 2025
544,2025-01-08,Transport,Uber,-379.99,debit,2025-01,Wednesday,Jan 2025
545,2025-01-08,Utilities,Jio Recharge,-235.51,debit,2025-01,Wednesday,Jan 2025
546,2025-01-09,Groceries,Local Kirana,-175.16,debit,2025-01,Thursday,Jan 2025
547,2025-01-10,Groceries,Reliance Fresh,-418.2,debit,2025-01,Friday,Jan 2025
548,2025-01-10,Dining,Domino's,-163.21,debit,2025-01,Friday,Jan 2025
549,2025-01-11,Groceries,Unknown,-609.7,debit,2025-01,Saturday,Jan 2025
550,2025-01-11,Shopping,Myntra,-1067.83,debit,2025-01,Saturday,Jan 2025
551,2025-01-12,Groceries,Local Kirana,-187.31,debit,2025-01,Sunday,Jan 2025
552,2025-01-12,Entertainment,Spotify,-370.13,debit,2025-01,Sunday,Jan 2025
553,2025-01-13,Entertainment,PVR Cinemas,-353.03,debit,2025-01,Monday,Jan 2025
554,2025-01-14,Dining,Zomato,-145.22,debit,2025-01,Tuesday,Jan 2025
555,2025-01-14,Healthcare,Health Insurance,-903.6,debit,2025-01,Tuesday,Jan 2025
556,2025-01-14,Education,College Fee,-1906.04,debit,2025-01,Tuesday,Jan 2025
557,2025-01-14,Entertainment,PVR Cinemas,-212.39,debit,2025-01,Tuesday,Jan 2025
558,2025-01-14,Education,College Fee,-1557.98,debit,2025-01,Tuesday,Jan 2025
559,2025-01-14,Utilities,Electricity Board,-587.86,debit,2025-01,Tuesday,Jan 2025
560,2025-01-14,Education,Coursera,-1132.02,debit,2025-01,Tuesday,Jan 2025
561,2025-01-14,Shopping,Unknown,-415.51,debit,2025-01,Tuesday,Jan 2025
562,2025-01-17,Education,Udemy,-1331.69,debit,2025-01,Friday,Jan 2025
563,2025-01-17,Transport,Uber,-170.53,debit,2025-01,Friday,Jan 2025
564,2025-01-18,Healthcare,Local Clinic,-1069.86,debit,2025-01,Saturday,Jan 2025
565,2025-01-18,Shopping,Myntra,-764.79,debit,2025-01,Saturday,Jan 2025
566,2025-01-19,Healthcare,Health Insurance,-1070.35,debit,2025-01,Sunday,Jan 2025
567,2025-01-19,Groceries,BigBasket,-314.96,debit,2025-01,Sunday,Jan 2025
568,2025-01-20,Groceries,DMart,-420.39,debit,2025-01,Monday,Jan 2025
569,2025-01-20,Shopping,Flipkart,-1012.9,debit,2025-01,Monday,Jan 2025
570,2025-01-20,Utilities,Jio Recharge,-750.62,debit,2025-01,Monday,Jan 2025
571,2025-01-21,Groceries,BigBasket,-519.44,debit,2025-01,Tuesday,Jan 2025
572,2025-01-22,Education,Unknown,-1698.22,debit,2025-01,Wednesday,Jan 2025
573,2025-01-22,Transport,Petrol Pump,-52.24,debit,2025-01,Wednesday,Jan 2025
574,2025-01-22,Transport,Metro Card,-269.88,debit,2025-01,Wednesday,Jan 2025
575,2025-01-22,Entertainment,PVR Cinemas,-495.32,debit,2025-01,Wednesday,Jan 2025
576,2025-01-22,Groceries,Local Kirana,-646.07,debit,2025-01,Wednesday,Jan 2025
577,2025-01-23,Shopping,Myntra,-1095.22,debit,2025-01,Thursday,Jan 2025
578,2025-01-24,Transport,Metro Card,-340.06,debit,2025-01,Friday,Jan 2025
579,2025-01-24,Dining,Zomato,-346.54,debit,2025-01,Friday,Jan 2025
580,2025-01-25,Healthcare,Local Clinic,-979.69,debit,2025-01,Saturday,Jan 2025
581,2025-01-25,Groceries,Local Kirana,-534.37,debit,2025-01,Saturday,Jan 2025
582,2025-01-26,Utilities,Airtel Broadband,-546.25,debit,2025-01,Sunday,Jan 2025
583,2025-01-26,Entertainment,Spotify,-384.76,debit,2025-01,Sunday,Jan 2025
584,2025-01-26,Utilities,Jio Recharge,-561.77,debit,2025-01,Sunday,Jan 2025
585,2025-01-27,Entertainment,Spotify,-186.68,debit,2025-01,Monday,Jan 2025
586,2025-01-27,Groceries,Local Kirana,-448.36,debit,2025-01,Monday,Jan 2025
587,2025-01-27,Groceries,BigBasket,-560.26,debit,2025-01,Monday,Jan 2025
588,2025-01-27,Entertainment,PVR Cinemas,-274.19,debit,2025-01,Monday,Jan 2025
589,2025-01-29,Groceries,BigBasket,-677.77,debit,2025-01,Wednesday,Jan 2025
590,2025-01-29,Entertainment,Netflix,-213.98,debit,2025-01,Wednesday,Jan 2025
591,2025-01-30,Groceries,BigBasket,-171.87,debit,2025-01,Thursday,Jan 2025
592,2025-01-30,Transport,Uber,-134.72,debit,2025-01,Thursday,Jan 2025
593,2025-01-30,Entertainment,BookMyShow,-354.14,debit,2025-01,Thursday,Jan 2025
594,2025-01-30,Entertainment,BookMyShow,-461.29,debit,2025-01,Thursday,Jan 2025
595,2025-01-30,Entertainment,Netflix,-356.59,debit,2025-01,Thursday,Jan 2025
596,2025-01-30,Dining,McDonalds,-223.33,debit,2025-01,Thursday,Jan 2025
597,2025-01-30,Groceries,Local Kirana,-352.9,debit,2025-01,Thursday,Jan 2025
598,2025-01-31,Groceries,Local Kirana,-361.97,debit,2025-01,Friday,Jan 2025
599,2025-01-31,Entertainment,Spotify,-470.0,debit,2025-01,Friday,Jan 2025
600,2025-01-31,Dining,Domino's,-204.82,debit,2025-01,Friday,Jan 2025
601,2025-01-31,Groceries,Local Kirana,-527.62,debit,2025-01,Friday,Jan 2025
602,2025-01-31,Transport,Uber,-219.67,debit,2025-01,Friday,Jan 2025
603,2025-01-31,Utilities,Airtel Broadband,-460.26,debit,2025-01,Friday,Jan 2025
604,2025-02-01,Entertainment,Spotify,-483.13,debit,2025-02,Saturday,Feb 2025
605,2025-02-01,Entertainment,BookMyShow,-397.17,debit,2025-02,Saturday,Feb 2025
606,2025-02-01,Salary,Employer Inc,62992.64,credit,2025-02,Saturday,Feb 2025
607,2025-02-01,Dining,Domino's,-253.38,debit,2025-02,Saturday,Feb 2025
608,2025-02-01,Transport,Ola,-62.84,debit,2025-02,Saturday,Feb 2025
609,2025-02-01,Healthcare,Local Clinic,-910.81,debit,2025-02,Saturday,Feb 2025
610,2025-02-02,Dining,Cafe Coffee Day,-182.8,debit,2025-02,Sunday,Feb 2025
611,2025-02-02,Entertainment,Spotify,-198.69,debit,2025-02,Sunday,Feb 2025
612,2025-02-02,Dining,Cafe Coffee Day,-182.8,debit,2025-02,Sunday,Feb 2025
613,2025-02-02,Entertainment,PVR Cinemas,-281.69,debit,2025-02,Sunday,Feb 2025
